stac_id,collect_id,datetime,start_datetime,end_datetime,center_lon,center_lat,platform,constellation,instrument_mode,frequency_band,center_frequency,polarizations,orbit_state,product_type,observation_direction,incidence_angle,azimuth,squint_angle,layover_angle,look_angle,resolution_range,resolution_azimuth,resolution_ground_range,pixel_spacing_range,pixel_spacing_azimuth,image_length,image_width,looks_range,looks_azimuth,orbital_plane,collection_type,super_classe,stac_browser_link
CAPELLA_C13_SP_GEO_HH_20250406082308_20250406082318,8090f942-05d5-4c74-84f1-9ed8e8a55dc1,2025-04-06T08:23:13.774738Z,2025-04-06T08:23:08.968606Z,2025-04-06T08:23:18.580871Z,-118.072905205,34.833003355,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,right,37.2,319.3,0.0,0.1,33.5,0.32,0.56,0.52,0.34,0.34,5011.408366576587,10013.898979159772,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-04/capella-open-data-2025-04-06/CAPELLA_C13_SP_GEO_HH_20250406082308_20250406082318/CAPELLA_C13_SP_GEO_HH_20250406082308_20250406082318.json
CAPELLA_C10_SP_GEO_HH_20240326025236_20240326025304,12adceb5-fc80-4d59-9d82-38315a1c71c4,2024-03-26T02:52:50.279395Z,2024-03-26T02:52:36.717073Z,2024-03-26T02:53:03.841717Z,118.770702835,-23.18401399,capella-10,capella,spotlight,X,9.65,HH,descending,GEO,left,35.4,217.7,0.0,,32.1,0.38,0.56,0.66,0.35,0.35,5025.292250518021,5053.740342011604,1,9,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-03/capella-open-data-2024-03-26/CAPELLA_C10_SP_GEO_HH_20240326025236_20240326025304/CAPELLA_C10_SP_GEO_HH_20240326025236_20240326025304.json
CAPELLA_C14_SP_SLC_HH_20240810020718_20240810020747,7fcc112e-1874-4be0-985c-5c97d120a79a,2024-08-10T02:07:33.028232Z,2024-08-10T02:07:18.185142Z,2024-08-10T02:07:47.871323Z,-121.51571142,39.534398335,capella-14,capella,spotlight,X,9.65,HH,ascending,SLC,right,39.3,343.8,0.0,,35.4,0.32,0.05,0.5,0.47,0.05,5010.443950872794,4999.054394694793,1,1,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-08/capella-open-data-2024-08-10/CAPELLA_C14_SP_SLC_HH_20240810020718_20240810020747/CAPELLA_C14_SP_SLC_HH_20240810020718_20240810020747.json
CAPELLA_C14_SP_GEO_HH_20240709170834_20240709170908,10ff3bc8-1758-418a-bb2c-3a31467d2819,2024-07-09T17:08:51.462849Z,2024-07-09T17:08:34.410562Z,2024-07-09T17:09:08.515137Z,-121.51565425,39.53475389,capella-14,capella,spotlight,X,9.65,HH,descending,GEO,right,49.2,9.7,0.0,,43.8,0.38,0.56,0.5,0.32,0.32,4979.786624757979,5065.244551667192,1,9,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-07/capella-open-data-2024-07-09/CAPELLA_C14_SP_GEO_HH_20240709170834_20240709170908/CAPELLA_C14_SP_GEO_HH_20240709170834_20240709170908.json
CAPELLA_C13_SP_SLC_HH_20250210042811_20250210042847,2d91e1c9-7dec-495a-88fe-c91afc56ef97,2025-02-10T04:28:29.737130Z,2025-02-10T04:28:11.710989Z,2025-02-10T04:28:47.763272Z,-155.2869149,19.421081625,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,52.1,124.1,0.0,,46.1,0.26,0.05,0.32,0.31,0.05,5021.46191709442,9999.643440045467,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-02/capella-open-data-2025-02-10/CAPELLA_C13_SP_SLC_HH_20250210042811_20250210042847/CAPELLA_C13_SP_SLC_HH_20250210042811_20250210042847.json
CAPELLA_C14_SP_GEO_HH_20240719130720_20240719130730,f66bcdd8-13e0-4493-8f84-df8280bf3be2,2024-07-19T13:07:25.077345Z,2024-07-19T13:07:20.002828Z,2024-07-19T13:07:30.151863Z,118.77129032,-23.183291765,capella-14,capella,spotlight,X,9.65,HH,ascending,GEO,right,42.2,314.7,0.0,,37.8,0.38,0.56,0.57,0.36,0.36,5053.560034856138,5227.819679604918,1,3,45,spotlight_legacy,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-07/capella-open-data-2024-07-19/CAPELLA_C14_SP_GEO_HH_20240719130720_20240719130730/CAPELLA_C14_SP_GEO_HH_20240719130720_20240719130730.json
CAPELLA_C08_SP_SLC_VV_20230224151157_20230224151220,152a2365-debf-4a59-9f52-30e648ef145c,2023-02-24T15:12:08.721777Z,2023-02-24T15:12:07.425040Z,2023-02-24T15:12:10.018514Z,-77.037227855,38.33106609,capella-8,capella,spotlight,X,9.65,VV,descending,SLC,right,40.6,100.3,0.0,,37.1,0.27,0.5,0.41,0.37,0.41,5015.850462215646,5051.021821505261,1,1,97,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2023/capella-open-data-2023-02/capella-open-data-2023-02-24/CAPELLA_C08_SP_SLC_VV_20230224151157_20230224151220/CAPELLA_C08_SP_SLC_VV_20230224151157_20230224151220.json
CAPELLA_C14_SP_SLC_HH_20240823141206_20240823141236,86654c18-fade-442a-a45c-da05a74434c6,2024-08-23T14:12:21.554732Z,2024-08-23T14:12:06.438174Z,2024-08-23T14:12:36.671291Z,118.77103358,-23.18390944,capella-14,capella,spotlight,X,9.65,HH,descending,SLC,left,40.6,219.5,0.0,,36.5,0.32,0.05,0.49,0.46,0.05,5010.548553266639,4999.708092922958,1,1,45,spotlight_legacy,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-08/capella-open-data-2024-08-23/CAPELLA_C14_SP_SLC_HH_20240823141206_20240823141236/CAPELLA_C14_SP_SLC_HH_20240823141206_20240823141236.json
CAPELLA_C03_SP_SLC_HH_20220201211621_20220201211623,5d5d50ff-82f4-4ce8-a63c-4d0c86759032,2022-02-01T21:16:22.380844Z,2022-02-01T21:16:21.445653Z,2022-02-01T21:16:23.316035Z,2.177294595,41.331408485,capella-3,capella,spotlight,X,9.65,HH,ascending,SLC,right,38.9,260.8,0.0,,35.5,0.52,0.7,0.82,0.54,0.58,5016.45501981035,4962.318930480962,1,1,97,spotlight_legacy,costa,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2022/capella-open-data-2022-02/capella-open-data-2022-02-01/CAPELLA_C03_SP_SLC_HH_20220201211621_20220201211623/CAPELLA_C03_SP_SLC_HH_20220201211621_20220201211623.json
CAPELLA_C13_SP_GEO_HH_20241212013028_20241212013037,bd01ed5b-ff68-4b6c-adcd-3b409dbd1205,2024-12-12T01:30:33.301055Z,2024-12-12T01:30:28.494070Z,2024-12-12T01:30:38.108040Z,-118.072547445,34.83266847,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,right,37.3,318.8,0.1,,33.6,0.32,0.56,0.52,0.34,0.34,5011.290217357473,10011.23601592551,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-12/capella-open-data-2024-12-12/CAPELLA_C13_SP_GEO_HH_20241212013028_20241212013037/CAPELLA_C13_SP_GEO_HH_20241212013028_20241212013037.json
CAPELLA_C14_SP_SLC_HH_20240723015105_20240723015117,30cb30c9-b80a-45e7-b970-1b387818896c,2024-07-23T01:51:10.870058Z,2024-07-23T01:51:04.851772Z,2024-07-23T01:51:16.888345Z,118.770943765,-23.182942815,capella-14,capella,spotlight,X,9.65,HH,descending,SLC,right,52.8,46.8,0.0,,46.7,0.27,0.15,0.34,0.32,0.14,5010.688953161542,4999.664742704397,1,1,45,spotlight_legacy,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-07/capella-open-data-2024-07-23/CAPELLA_C14_SP_SLC_HH_20240723015105_20240723015117/CAPELLA_C14_SP_SLC_HH_20240723015105_20240723015117.json
CAPELLA_C13_SP_GEO_HH_20250809120913_20250809120925,5ed4a985-9934-4966-85ea-e691bb2a6432,2025-08-09T12:09:19.449922Z,2025-08-09T12:09:13.504579Z,2025-08-09T12:09:25.395266Z,-155.28690066,19.421037835,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,52.1,124.2,0.0,0.0,46.1,0.32,0.56,0.4,0.26,0.26,5043.366086141515,10214.27964230453,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-08/capella-open-data-2025-08-09/CAPELLA_C13_SP_GEO_HH_20250809120913_20250809120925/CAPELLA_C13_SP_GEO_HH_20250809120913_20250809120925.json
CAPELLA_C13_SP_GEO_HH_20241116122315_20241116122324,e0e00690-f4e8-4dcc-8003-8177fccb07d7,2024-11-16T12:23:20.131808Z,2024-11-16T12:23:15.726605Z,2024-11-16T12:23:24.537012Z,151.215318935,-33.8573791,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,right,26.6,312.3,-0.2,,24.1,0.32,0.56,0.71,0.41,0.41,5061.098769059208,5000.868740891307,1,3,53,spotlight,costa,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-11/capella-open-data-2024-11-16/CAPELLA_C13_SP_GEO_HH_20241116122315_20241116122324/CAPELLA_C13_SP_GEO_HH_20241116122315_20241116122324.json
CAPELLA_C09_SP_GEO_HH_20240527001929_20240527001955,fb208fb9-16c0-4a82-b1f2-72303eb575dc,2024-05-27T00:19:42.314196Z,2024-05-27T00:19:29.063890Z,2024-05-27T00:19:55.564502Z,118.770714105,-23.184001405,capella-9,capella,spotlight,X,9.65,HH,descending,GEO,left,36.9,217.9,0.0,,33.5,0.38,0.56,0.63,0.35,0.35,5024.375888130738,5069.178765875842,1,9,45,spotlight_legacy,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-05/capella-open-data-2024-05-27/CAPELLA_C09_SP_GEO_HH_20240527001929_20240527001955/CAPELLA_C09_SP_GEO_HH_20240527001929_20240527001955.json
CAPELLA_C14_SP_SLC_HH_20240622151942_20240622152013,e71a2480-dbe2-480d-9f56-b70a269ec597,2024-06-22T15:19:57.127993Z,2024-06-22T15:19:41.862224Z,2024-06-22T15:20:12.393763Z,118.770991355,-23.183874255,capella-14,capella,spotlight,X,9.65,HH,descending,SLC,left,41.3,219.9,0.0,,37.1,0.32,0.05,0.48,0.45,0.05,5048.504444197937,4999.861157284542,1,1,45,spotlight_legacy,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-06/capella-open-data-2024-06-22/CAPELLA_C14_SP_SLC_HH_20240622151942_20240622152013/CAPELLA_C14_SP_SLC_HH_20240622151942_20240622152013.json
CAPELLA_C13_SP_GEO_HH_20250803001950_20250803002002,a3ececb6-fcd8-429b-b0ea-edc6e7819a52,2025-08-03T00:19:56.452491Z,2025-08-03T00:19:50.054214Z,2025-08-03T00:20:02.850768Z,-155.28623770500002,19.42143986,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,55.9,49.7,0.0,0.0,49.1,0.32,0.56,0.38,0.25,0.25,4981.436483268928,10083.027673575967,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-08/capella-open-data-2025-08-03/CAPELLA_C13_SP_GEO_HH_20250803001950_20250803002002/CAPELLA_C13_SP_GEO_HH_20250803001950_20250803002002.json
CAPELLA_C14_SP_GEO_HH_20240724110947_20240724111021,1d8cfc27-92a9-42df-ae0a-c301b8ad2150,2024-07-24T11:10:04.670859Z,2024-07-24T11:09:47.621054Z,2024-07-24T11:10:21.720664Z,-121.51565425,39.53475343,capella-14,capella,spotlight,X,9.65,HH,descending,GEO,right,49.2,10.1,0.0,,43.8,0.38,0.56,0.5,0.32,0.32,4979.830205010315,5066.312121802383,1,9,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-07/capella-open-data-2024-07-24/CAPELLA_C14_SP_GEO_HH_20240724110947_20240724111021/CAPELLA_C14_SP_GEO_HH_20240724110947_20240724111021.json
CAPELLA_C09_SP_SLC_HH_20230913120841_20230913120917,11032e0f-bd97-4297-b62f-a31d79950ad5,2023-09-13T12:08:59.250961Z,2023-09-13T12:08:57.305874Z,2023-09-13T12:09:01.196049Z,121.744882455,-20.72562027,capella-9,capella,spotlight,X,9.65,HH,descending,SLC,left,52.9,217.8,0.0,,47.0,0.27,0.44,0.33,0.3,0.41,4991.36871552022,5163.008606738067,1,1,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2023/capella-open-data-2023-09/capella-open-data-2023-09-13/CAPELLA_C09_SP_SLC_HH_20230913120841_20230913120917/CAPELLA_C09_SP_SLC_HH_20230913120841_20230913120917.json
CAPELLA_C09_SP_SLC_HH_20230601074853_20230601074923,682537a8-13cc-43c6-903c-1b677767677b,2023-06-01T07:49:08.562698Z,2023-06-01T07:49:06.955572Z,2023-06-01T07:49:10.169824Z,118.77070265,-23.184284365,capella-9,capella,spotlight,X,9.65,HH,descending,SLC,left,40.2,217.6,0.0,,36.2,0.27,0.45,0.41,0.38,0.41,5015.036759550932,5064.008390530382,1,1,45,spotlight_legacy,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2023/capella-open-data-2023-06/capella-open-data-2023-06-01/CAPELLA_C09_SP_SLC_HH_20230601074853_20230601074923/CAPELLA_C09_SP_SLC_HH_20230601074853_20230601074923.json
CAPELLA_C13_SP_SLC_HH_20250307200413_20250307200439,b3f51c9f-3bdc-4bae-a5e4-6306fd64d02f,2025-03-07T20:04:26.388996Z,2025-03-07T20:04:24.929471Z,2025-03-07T20:04:27.848522Z,147.29335569,-42.986996395,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,right,24.9,320.0,0.0,-0.2,22.6,0.22,0.44,0.52,0.48,0.42,5063.758942348235,5111.177398252377,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-03/capella-open-data-2025-03-07/CAPELLA_C13_SP_SLC_HH_20250307200413_20250307200439/CAPELLA_C13_SP_SLC_HH_20250307200413_20250307200439.json
